run,type,problemsize,subproblemsize,threads,apptime,comptime,tasks
358,scorep,10000,500,1,5.638837,5.159234,4000
3580,tikki,10000,2000,15,1.072206,0.593523,250
3581,extrae,10000,1000,14,0.954831,0.483295,1000
3582,void,10000,2000,7,1.254958,0.775747,250
3583,empty,10000,250,7,1.188944,0.710664,16000
3584,extrae,10000,2000,13,1.075958,0.606384,250
3585,tikki,10000,1000,9,1.108261,0.630012,1000
3586,void,10000,500,14,0.881761,0.404250,4000
3587,scorep,10000,500,5,1.405829,0.927727,4000
3588,extrae,10000,500,6,1.299088,0.825818,4000
3589,empty,10000,500,13,0.906593,0.426746,4000
359,oot,10000,500,5,1.401569,0.920528,4000
3590,extrae,10000,1000,12,0.998841,0.528414,1000
3591,empty,10000,500,10,1.005284,0.525507,4000
3592,void,10000,2000,2,2.841605,2.362465,250
3593,oot,10000,250,12,0.931199,0.451990,16000
3594,oot,10000,2000,17,1.032692,0.555575,250
3595,tikki,10000,250,6,1.341382,0.862239,16000
3596,empty,10000,1000,18,0.870942,0.389990,1000
3597,printf,10000,1000,6,1.299393,0.821550,1000
3598,tikki,10000,1000,10,1.063494,0.583768,1000
3599,scorep,10000,250,10,1.005295,0.534059,16000
36,printf,10000,2000,7,1.266969,0.788795,250
360,empty,10000,2000,1,5.664928,5.186798,250
3600,scorep,10000,2000,15,1.022868,0.552542,250
3601,tikki,10000,2000,2,2.920576,2.443061,250
3602,extrae,10000,500,1,5.614810,5.136255,4000
3603,empty,10000,250,3,2.010468,1.530311,16000
3604,empty,10000,2000,4,1.640397,1.160313,250
3605,empty,10000,2000,15,1.034061,0.554729,250
3606,printf,10000,250,11,0.976977,0.497350,16000
3607,tikki,10000,2000,13,1.077783,0.598976,250
3608,empty,10000,2000,1,5.646144,5.169674,250
3609,scorep,10000,250,8,1.112537,0.641431,16000
361,empty,10000,250,14,0.881060,0.400280,16000
3610,empty,10000,1000,16,0.868952,0.391795,1000
3611,scorep,10000,2000,10,1.097734,0.627493,250
3612,tikki,10000,500,13,0.938789,0.462041,4000
3613,void,10000,500,19,0.840929,0.363096,4000
3614,void,10000,2000,3,2.057111,1.576878,250
3615,extrae,10000,2000,4,1.631816,1.159588,250
